name,month,days,end_close,return_pct,daily_vol,daily_amount,daily_turn
康龙化成,202507,23,30.898051948052,27.771078036776853,50446403.0,1417701911.818261,3.554103837533987
康龙化成,202508,21,30.063506493506,-2.700964630226843,49930065.52380952,1496847963.8166666,3.517726278452305
康龙化成,202509,22,35.517857142857,18.142762723068206,57756990.86363637,1924895085.1422727,4.0691571780225
康龙化成,202510,17,33.292402597403,-6.265734265732759,28812012.05882353,930915535.5605882,2.0298946314436
康龙化成,202511,20,28.762012987013,-13.607878245300908,16965380.9,522795108.946,1.195263126330644
康龙化成,202512,23,28.24538961039,-1.796200345421839,16723826.52173913,487803991.6517391,1.1782448794052878
康龙化成,202601,20,29.487272727273,4.3967639817090065,28158747.35,884530282.633,1.98380010499421
康龙化成,202602,14,29.407792207792,-0.26954177897737797,18203722.785714287,547421686.8185714,1.281923461964158
康龙化成,202603,22,27.798311688312,-5.472972972971235,23634207.727272727,647308466.0290909,1.6643433734500863
康龙化成,202604,21,29.119675324675,4.753395282342177,40526284.28571428,1229407483.5738096,2.8538994613155286
康龙化成,202605,18,24.937012987013,-14.36369839645073,29600250.166666668,792968194.5811111,2.0844777530032
康龙化成,202606,21,28.742142857143,15.258964143426823,43472199.047619045,1067942401.7185714,3.0613535790631192
康龙化成,202607,23,36.8,28.03499092919739,89931479.52173913,3203924053.877826,6.333060271525348
康龙化成,202608,21,43.3,17.663043478260864,79216193.52380952,3657900989.987143,5.578479646227
康龙化成,202609,4,41.19,-4.872979214780604,42243431.0,1785795294.7575,2.97482256515475
凯莱英,202501,18,72.911857885444,,2233225.722222222,163887206.55055556,0.6798551989102817
凯莱英,202502,18,79.899652050572,9.583892617449052,4136589.4444444445,342948921.48,1.2633982264404418
凯莱英,202503,21,77.07125917421,-3.5399314061740683,3223558.3333333335,257199415.6204762,1.0031024987568042
凯莱英,202504,21,80.251977806797,4.126984126984845,6226294.619047619,439488536.10714287,1.93748989301039
凯莱英,202505,19,92.221266691884,14.914634146341555,4843666.263157895,413490802.4389474,1.5073495392826515
凯莱英,202506,20,87.492539284299,-5.127588870996447,5316928.7,475901531.506,1.6752146110914434
凯莱英,202507,23,113.25946388485,29.450424929174535,8293395.9130434785,859795832.1652174,2.616073645586058
凯莱英,202508,21,106.00229235442,-6.407563025204066,10444521.952380951,1107090879.7961905,3.2946260985075475
凯莱英,202509,22,112.72409877195,6.341189674517178,10266762.318181818,1135088748.5081818,3.2385534957820408
凯莱英,202510,17,97.248081341608,-13.729111697447449,5867493.94117647,614580600.65,1.8508457121896464
凯莱英,202511,20,91.953915225142,-5.443980018350114,3668982.15,344988104.2085,1.1572766672416925
凯莱英,202512,23,92.132370262776,0.1940700808628737,3165920.5217391304,296445888.93869567,0.9987133094249504
凯莱英,202601,20,98.279154892381,6.671688367588291,5508295.35,565162616.347,1.7376329697836255
凯莱英,202602,14,96.66314538492,-1.6443054574803662,3370183.0,339480797.4657143,1.063149436059975
凯莱英,202603,22,109.81924732603,13.610256410259968,4176695.0,417339315.43363637,1.3174584602712518
凯莱英,202604,21,124.48230291826,13.35199061117085,12272784.952380951,1477278564.0619047,3.8710054280190334
凯莱英,202605,18,116.41216954972,-6.482956355522418,7440511.388888889,920022444.4733334,2.346839782932778
凯莱英,202606,21,162.0,39.16070856390086,7444698.571428572,992038690.3276191,2.348160477983
凯莱英,202607,23,152.65,-5.771604938271602,14587589.47826087,2403135592.17087,4.601126661239687
凯莱英,202608,21,161.6,5.863085489682263,13785506.61904762,2359232867.1909523,4.348138678986057
凯莱英,202609,4,163.02,0.878712871287135,9231007.0,1507571897.145,2.91158676223275
药明康德,202501,18,52.988675816472,,30199176.555555556,1634839132.4444444,1.2075244166157566
药明康德,202502,18,58.511520098644,10.422687861271607,49151723.277777776,3030804713.5555553,1.9653484878129488
药明康德,202503,21,64.436373843296,10.125961066578594,35470164.333333336,2320446945.142857,1.4182866680182338
药明康德,202504,21,56.635475940402,-12.106357694592095,52103191.47619048,2901056520.4761906,2.083363954489402
药明康德,202505,19,62.107854056017,9.662456304549515,32614479.05263158,1994498456.4736843,1.30410111410838
药明康德,202506,20,68.014505583309,9.510313336481758,31159020.5,2063626374.65,1.247833272451563
药明康德,202507,23,94.14459313451,38.418404025880946,48117041.47826087,4050522470.521739,1.9361895527600488
药明康德,202508,21,101.01938787571,7.302378726495284,67958748.14285715,6448827127.190476,2.7360731856876526
药明康德,202509,22,109.91491319093,8.80576046071937,64080789.45454545,6860147284.181818,2.59092310942855
药明康德,202510,17,97.52336312754,-11.27376595554872,51113103.35294118,5215328346.0,2.066611878520666
药明康德,202511,20,89.468365026161,-8.259557344064072,35545083.85,3342115508.6,1.437163617325075
药明康德,202512,23,88.928748831793,-0.6031363088061403,34211993.39130435,3128317968.3913045,1.3832639243625895
药明康德,202601,20,93.402657643278,5.030891438658736,48980441.0,4860811422.2,1.98038378704618
药明康德,202602,14,96.15960583632,2.951680672268764,33174648.35714286,3289130013.142857,1.341321850234947
药明康德,202603,22,96.247906668126,0.09182736455504159,34470717.09090909,3225819704.409091,1.3937246758291142
药明康德,202604,21,107.48173471451,11.671763506628285,45195679.52380952,4709815759.476191,1.8273578013208953
药明康德,202605,18,101.26918214901,-5.780100760377193,43315953.166666664,4573281092.833333,1.7513564520931666
药明康德,202606,21,124.10458532848,22.549212598428415,56018444.47619048,5963535850.333333,2.264945291452033
药明康德,202607,23,128.01182149014,3.148341498678975,67456260.52173913,8372245176.869565,2.727400610215317
药明康德,202608,21,154.27602375024,20.517013158915944,68967463.33333333,10770296392.142857,2.7885017658178284
药明康德,202609,4,153.83,-0.28910762631662035,31818127.0,4928118253.75,1.28647479603085
沪深300,202501,18,3817.0802,,15228383266.666666,294132098749.42224,
沪深300,202502,18,3890.0487,1.9116313039479804,18886640250.0,395218097082.0,
沪深300,202503,21,3887.3056,-0.07051582670416501,15543147514.285715,296467479278.0,
沪深300,202504,21,3770.5705,-3.0029823227687658,15849484357.142857,274844982615.85715,
沪深300,202505,19,3840.2323,1.8475135261361686,12377678857.894737,228621942605.73685,
沪深300,202506,20,3936.0791,2.4958594301704107,14191280490.0,260980609062.1,
沪深300,202507,23,4075.5912,3.544443504704975,20649747134.782608,360950424167.913,
沪深300,202508,21,4496.7591,10.333909347924797,24327619157.142857,519843939308.619,
沪深300,202509,22,4640.6935,3.200847472571966,25139485409.090908,662951647243.909,
沪深300,202510,17,4640.6676,-0.0005581062399562242,26219961235.294117,627447252668.1765,
沪深300,202511,20,4526.6616,-2.456672397738624,19531457930.0,463802488001.4,
沪深300,202512,23,4629.9395,2.281546736340978,17256938343.47826,426482804497.6087,
沪深300,202601,20,4706.3401,1.6501425126613345,30058882400.0,736034993093.45,
沪深300,202602,14,4710.6469,0.09151059864966893,23067544928.57143,552592479242.8572,
沪深300,202603,22,4450.0493,-5.532097937546543,27197952309.090908,574310815684.0454,
沪深300,202604,21,4807.3069,8.028171732839006,20549110428.57143,583990571192.9048,
沪深300,202605,18,4892.1213,1.7642809532297576,27358506388.88889,830463967303.8334,
沪深300,202606,21,4979.4328,1.7847370219540526,30575087361.904762,896482392609.2858,
沪深300,202607,23,4588.1968,-7.857039460397974,27857377343.47826,863109380783.6957,
沪深300,202608,21,4625.0862,0.8040064889980325,21110761814.285713,630795167155.8096,
沪深300,202609,4,4548.0499,-1.6656186861987554,19527573925.0,491959690625.25,
800医卫,202501,18,7423.4153,,846486594.4444444,21537542604.966667,
800医卫,202502,18,7722.1387,4.024069621970372,1493567844.4444444,35747025719.611115,
800医卫,202503,21,7824.9125,1.3308981357716299,1146386680.952381,29963561883.709522,
800医卫,202504,21,7666.5011,-2.024449474674639,1202021328.5714285,33078422462.88095,
800医卫,202505,19,8015.7415,4.555407942222822,1066217589.4736842,28567128522.07895,
800医卫,202506,20,7928.4879,-1.0885281168311112,1177880085.0,32264081040.075,
800医卫,202507,23,8817.0336,11.207000769970277,1428119373.9130435,43315390602.27391,
800医卫,202508,21,9167.4203,3.9739748751779658,1734233138.0952382,55241223919.433334,
800医卫,202509,22,9267.0755,1.0870582643625504,1468561259.090909,54727483968.67728,
800医卫,202510,17,8799.5121,-5.045425603794862,1198809682.3529413,39722364834.75294,
800医卫,202511,20,8394.3585,-4.604273457388619,1042041570.0,31425483742.53,
800医卫,202512,23,8090.6803,-3.61764630376461,893165817.3913044,24386257842.61739,
800医卫,202601,20,8198.626,1.3341980649019147,1659705480.0,46460285601.405,
800医卫,202602,14,8180.3696,-0.22267633625439043,1035687635.7142857,30819141613.842857,
800医卫,202603,22,7955.1091,-2.7536714233547643,1022365400.0,33495865512.50909,
800医卫,202604,21,8015.9304,0.7645564534118243,1167743042.857143,40717601032.03333,
800医卫,202605,18,7426.6766,-7.351034385228694,1407470400.0,44177885287.0,
800医卫,202606,21,7350.4353,-1.0265870470244964,1217093804.7619047,40342503434.7381,
800医卫,202607,23,7933.8775,7.9375190201320445,1608902504.347826,61235968868.434784,
800医卫,202608,21,7869.3512,-0.8133009363958443,1507372704.7619047,58297831034.2619,
800医卫,202609,4,7873.5287,0.05308569783999406,921769875.0,32186305230.275,
