证券代码,证券简称,日期,收盘价,成交量,成交金额
399933.SZ,800医卫,20260209,8292.5775,1.1472261E9,3.09682400357E10
000300.SH,沪深300,20260208,4643.5959,,
399933.SZ,800医卫,20260208,8263.3171,,
000300.SH,沪深300,20260207,4643.5959,,
399933.SZ,800医卫,20260207,8263.3171,,
000300.SH,沪深300,20260206,4643.5959,2.02716477E10,5.05759806238E11
399933.SZ,800医卫,20260206,8263.3171,1.277047E9,3.60108644798E10
000300.SH,沪深300,20260205,4670.4188,2.37856351E10,5.50433167197E11
399933.SZ,800医卫,20260205,8283.6985,1.1605793E9,3.59658270125E10
000300.SH,沪深300,20260204,4698.6832,2.64881032E10,6.36018589863E11
399933.SZ,800医卫,20260204,8243.3387,1.0968946E9,3.29622667832E10
000300.SH,沪深300,20260203,4660.1074,2.65549405E10,6.66626842811E11
399933.SZ,800医卫,20260203,8131.3953,1.0502905E9,3.02968302529E10
000300.SH,沪深300,20260202,4605.9799,3.047735E10,7.25920381252E11
399933.SZ,800医卫,20260202,8015.2146,1.3189507E9,3.81460086695E10
000300.SH,沪深300,20260201,4706.3401,,
399933.SZ,800医卫,20260201,8198.626,,
000300.SH,沪深300,20260131,4706.3401,,
399933.SZ,800医卫,20260131,8198.626,,
000300.SH,沪深300,20260130,4706.3401,3.19786531E10,7.50564885195E11
399933.SZ,800医卫,20260130,8198.626,1.3683147E9,4.10000557117E10
000300.SH,沪深300,20260129,4753.8697,4.15513055E10,9.17966160339E11
399933.SZ,800医卫,20260129,8326.1342,1.6966721E9,5.07756960133E10
000300.SH,沪深300,20260128,4717.9914,3.82255602E10,8.29414067055E11
399933.SZ,800医卫,20260128,8226.9134,1.4923375E9,4.57930342913E10
000300.SH,沪深300,20260127,4705.6918,3.01475697E10,7.1526791484E11
399933.SZ,800医卫,20260127,8328.7004,1.8763552E9,4.89859718008E10
000300.SH,沪深300,20260126,4706.964,3.63004481E10,7.96832970315E11
399933.SZ,800医卫,20260126,8433.5417,2.3777464E9,5.76544941734E10
000300.SH,沪深300,20260125,4702.4966,,
399933.SZ,800医卫,20260125,8424.9974,,
000300.SH,沪深300,20260124,4702.4966,,
399933.SZ,800医卫,20260124,8424.9974,,
000300.SH,沪深300,20260123,4702.4966,3.14635445E10,7.55617735528E11
399933.SZ,800医卫,20260123,8424.9974,1.7989615E9,4.43238229278E10
000300.SH,沪深300,20260122,4723.7091,2.74199932E10,6.90235248161E11
399933.SZ,800医卫,20260122,8348.9229,1.1826261E9,3.39672241321E10
000300.SH,沪深300,20260121,4723.0692,2.66353332E10,6.65330511237E11
399933.SZ,800医卫,20260121,8397.657,1.3637034E9,3.56814230139E10
000300.SH,沪深300,20260120,4718.8782,2.82719579E10,6.71960685391E11
399933.SZ,800医卫,20260120,8414.2374,1.5363733E9,3.85484929059E10
000300.SH,沪深300,20260119,4734.4556,2.67612492E10,6.55149256236E11
399933.SZ,800医卫,20260119,8487.2771,1.4976972E9,3.8753568074E10
000300.SH,沪深300,20260118,4731.8728,,
399933.SZ,800医卫,20260118,8544.8979,,
000300.SH,沪深300,20260117,4731.8728,,
399933.SZ,800医卫,20260117,8544.8979,,
000300.SH,沪深300,20260116,4731.8728,3.25278929E10,7.85624166096E11
399933.SZ,800医卫,20260116,8544.8979,1.8594507E9,4.66258581469E10
000300.SH,沪深300,20260115,4751.4293,2.54003636E10,6.7405868364E11
399933.SZ,800医卫,20260115,8656.7225,2.4877449E9,5.34881408749E10
000300.SH,沪深300,20260114,4741.9306,3.64951023E10,8.91334219174E11
399933.SZ,800医卫,20260114,8726.3608,2.265393E9,6.82375277805E10
000300.SH,沪深300,20260113,4761.0324,3.01449497E10,8.0105497964E11
399933.SZ,800医卫,20260113,8770.6866,1.9017405E9,6.58792485064E10
000300.SH,沪深300,20260112,4789.9155,2.94833165E10,7.99954082388E11
399933.SZ,800医卫,20260112,8668.3074,1.3364174E9,4.59527508452E10
000300.SH,沪深300,20260111,4758.9221,,
399933.SZ,800医卫,20260111,8627.8582,,
000300.SH,沪深300,20260110,4758.9221,,
399933.SZ,800医卫,20260110,8627.8582,,
000300.SH,沪深300,20260109,4758.9221,2.54688038E10,6.68788811127E11
399933.SZ,800医卫,20260109,8627.8582,1.3727319E9,4.26395946631E10
000300.SH,沪深300,20260108,4737.6536,2.38804957E10,6.30655637962E11
399933.SZ,800医卫,20260108,8507.3546,1.3311849E9,3.79657591451E10
000300.SH,沪深300,20260107,4776.6658,2.59095564E10,6.64897929361E11
399933.SZ,800医卫,20260107,8488.0423,1.3127246E9,4.07146111869E10
000300.SH,沪深300,20260106,4790.6938,2.96970686E10,7.25414566873E11
399933.SZ,800医卫,20260106,8457.9216,1.5849048E9,4.3077052573E10
000300.SH,沪深300,20260105,4717.7457,2.34144839E10,6.30577351311E11
399933.SZ,800医卫,20260105,8382.7445,1.5510295E9,4.91413852619E10
000300.SH,沪深300,20260104,4629.9395,,
399933.SZ,800医卫,20260104,8090.6803,,
000300.SH,沪深300,20260103,4629.9395,,
399933.SZ,800医卫,20260103,8090.6803,,
000300.SH,沪深300,20260102,4629.9395,,
399933.SZ,800医卫,20260102,8090.6803,,
000300.SH,沪深300,20260101,4629.9395,,
399933.SZ,800医卫,20260101,8090.6803,,
000300.SH,沪深300,20251231,4629.9395,1.70760224E10,4.44491545749E11
399933.SZ,800医卫,20251231,8090.6803,7.903381E8,2.31818761706E10
000300.SH,沪深300,20251230,4651.2818,1.80374974E10,4.57185489037E11
399933.SZ,800医卫,20251230,8142.5464,7.602636E8,2.33178188025E10
000300.SH,沪深300,20251229,4639.3721,2.00397133E10,4.82613536467E11
399933.SZ,800医卫,20251229,8182.8375,8.614758E8,2.42482318319E10
000300.SH,沪深300,20251228,4657.24,,
399933.SZ,800医卫,20251228,8275.8987,,
000300.SH,沪深300,20251227,4657.24,,
399933.SZ,800医卫,20251227,8275.8987,,
000300.SH,沪深300,20251226,4657.24,1.75396565E10,4.60426934268E11
399933.SZ,800医卫,20251226,8275.8987,7.981495E8,2.18541183539E10
000300.SH,沪深300,20251225,4642.5357,1.39434186E10,3.85356060832E11
399933.SZ,800医卫,20251225,8281.9122,7.620498E8,2.02794212254E10
000300.SH,沪深300,20251224,4634.0586,1.53711241E10,4.06375640662E11
399933.SZ,800医卫,20251224,8235.286,8.837147E8,2.12760316181E10
000300.SH,沪深300,20251223,4620.7341,1.69256412E10,4.33141326006E11
399933.SZ,800医卫,20251223,8231.2187,1.0107833E9,2.26630423293E10
000300.SH,沪深300,20251222,4611.6235,1.65252856E10,4.48240599514E11
399933.SZ,800医卫,20251222,8272.8013,1.1477225E9,2.49434962868E10
000300.SH,沪深300,20251221,4568.1781,,
399933.SZ,800医卫,20251221,8301.7541,,
000300.SH,沪深300,20251220,4568.1781,,
399933.SZ,800医卫,20251220,8301.7541,,
000300.SH,沪深300,20251219,4568.1781,1.5487622E10,3.71577144281E11
399933.SZ,800医卫,20251219,8301.7541,1.6090979E9,3.14285830427E10
000300.SH,沪深300,20251218,4552.7926,1.51681328E10,3.82102395685E11
399933.SZ,800医卫,20251218,8206.7979,1.1987195E9,2.38865290162E10
000300.SH,沪深300,20251217,4579.875,1.7842483E10,4.52504741114E11
399933.SZ,800医卫,20251217,8199.2673,1.0361042E9,2.5910112899E10
000300.SH,沪深300,20251216,4497.5545,1.65165201E10,3.90500134303E11
399933.SZ,800医卫,20251216,8087.1607,8.048232E8,2.51055050337E10
000300.SH,沪深300,20251215,4552.0596,1.67589967E10,4.24383389792E11
399933.SZ,800医卫,20251215,8200.1334,7.444472E8,2.55273218869E10
000300.SH,沪深300,20251214,4580.95,,
399933.SZ,800医卫,20251214,8307.5737,,
000300.SH,沪深300,20251213,4580.95,,
399933.SZ,800医卫,20251213,8307.5737,,
000300.SH,沪深300,20251212,4580.95,2.1282652E10,5.23863221652E11
399933.SZ,800医卫,20251212,8307.5737,1.1584884E9,3.48453544427E10
000300.SH,沪深300,20251211,4552.1848,1.68419405E10,4.3243109351E11
399933.SZ,800医卫,20251211,8276.6641,9.38198E8,2.59316941572E10
000300.SH,沪深300,20251210,4591.8273,1.69111106E10,4.01452781498E11
399933.SZ,800医卫,20251210,8327.258,7.696889E8,2.33309534118E10
000300.SH,沪深300,20251209,4598.2232,1.84160344E10,4.52113884581E11
399933.SZ,800医卫,20251209,8309.8764,8.188516E8,2.63449511461E10
000300.SH,沪深300,20251208,4621.7545,1.9962099E10,4.96716196112E11
399933.SZ,800医卫,20251208,8349.1661,7.847679E8,2.4817821642E10
000300.SH,沪深300,20251207,4584.5368,,
399933.SZ,800医卫,20251207,8334.5771,,
000300.SH,沪深300,20251206,4584.5368,,
399933.SZ,800医卫,20251206,8334.5771,,
000300.SH,沪深300,20251205,4584.5368,1.96799968E10,4.12146806538E11
399933.SZ,800医卫,20251205,8334.5771,7.169326E8,2.15512016556E10
000300.SH,沪深300,20251204,4546.5664,1.4719811E10,3.48767399212E11
399933.SZ,800医卫,20251204,8291.7272,6.463713E8,1.94838580215E10
000300.SH,沪深300,20251203,4531.0486,1.6976279E10,3.74486168903E11
399933.SZ,800医卫,20251203,8275.2238,7.805218E8,2.34037944326E10
000300.SH,沪深300,20251202,4554.3347,1.48493132E10,3.64366426478E11
399933.SZ,800医卫,20251202,8305.0427,6.9346E8,2.21977777263E10
000300.SH,沪深300,20251201,4576.4856,2.00382317E10,4.63861587251E11
399933.SZ,800医卫,20251201,8423.6495,8.27844E8,2.53544352474E10
000300.SH,沪深300,20251130,4526.6616,,
399933.SZ,800医卫,20251130,8394.3585,,
000300.SH,沪深300,20251129,4526.6616,,
399933.SZ,800医卫,20251129,8394.3585,,
000300.SH,沪深300,20251128,4526.6616,1.42902096E10,3.41832317979E11
399933.SZ,800医卫,20251128,8394.3585,6.861617E8,2.24047517268E10
000300.SH,沪深300,20251127,4515.4027,1.50311772E10,4.17789843568E11
399933.SZ,800医卫,20251127,8375.1834,7.300196E8,2.41253466589E10
000300.SH,沪深300,20251126,4517.6255,1.56200368E10,4.27361377738E11
399933.SZ,800医卫,20251126,8421.9849,9.590484E8,2.86138417484E10
000300.SH,沪深300,20251125,4490.4047,1.69571929E10,4.11523796962E11
399933.SZ,800医卫,20251125,8383.1141,8.848418E8,2.60737049464E10
000300.SH,沪深300,20251124,4448.0478,1.85833729E10,4.258074695E11
399933.SZ,800医卫,20251124,8354.9479,9.223808E8,2.69719843875E10
000300.SH,沪深300,20251123,4453.6076,,
399933.SZ,800医卫,20251123,8281.3385,,
000300.SH,沪深300,20251122,4453.6076,,
399933.SZ,800医卫,20251122,8281.3385,,
000300.SH,沪深300,20251121,4453.6076,2.22851013E10,4.81295814463E11
399933.SZ,800医卫,20251121,8281.3385,1.1588727E9,3.34639900039E10
000300.SH,沪深300,20251120,4564.9483,1.94562593E10,4.1506481773E11
399933.SZ,800医卫,20251120,8436.2096,8.532332E8,2.47067458319E10
000300.SH,沪深300,20251119,4588.2922,1.72924974E10,3.8523048197E11
399933.SZ,800医卫,20251119,8487.4608,8.522832E8,2.34075341206E10
000300.SH,沪深300,20251118,4568.1928,1.77713185E10,4.20150126547E11
399933.SZ,800医卫,20251118,8549.8228,1.0201158E9,2.62304319851E10
000300.SH,沪深300,20251117,4598.0525,1.88955466E10,4.38940097528E11
399933.SZ,800医卫,20251117,8593.9827,1.1567209E9,3.26646573392E10
000300.SH,沪深300,20251116,4628.1398,,
399933.SZ,800医卫,20251116,8747.3194,,
000300.SH,沪深300,20251115,4628.1398,,
399933.SZ,800医卫,20251115,8747.3194,,
000300.SH,沪深300,20251114,4628.1398,1.92092676E10,4.44720433579E11
399933.SZ,800医卫,20251114,8747.3194,1.1653474E9,3.51807108262E10
000300.SH,沪深300,20251113,4702.0738,2.07367474E10,5.1006067821E11
399933.SZ,800医卫,20251113,8801.4819,1.1623018E9,3.93018786553E10
000300.SH,沪深300,20251112,4645.9079,2.09460592E10,4.92308866409E11
399933.SZ,800医卫,20251112,8688.4814,1.1678626E9,3.74538134575E10
000300.SH,沪深300,20251111,4652.1655,1.86638858E10,4.77629076357E11
399933.SZ,800医卫,20251111,8661.9523,1.1371558E9,3.25653878851E10
000300.SH,沪深300,20251110,4695.0507,2.36026764E10,5.93977127605E11
399933.SZ,800医卫,20251110,8693.6493,1.4035515E9,4.33795169496E10
000300.SH,沪深300,20251109,4678.7944,,
399933.SZ,800医卫,20251109,8578.3446,,
000300.SH,沪深300,20251108,4678.7944,,
399933.SZ,800医卫,20251108,8578.3446,,
000300.SH,沪深300,20251107,4678.7944,2.12497377E10,5.075738495E11
399933.SZ,800医卫,20251107,8578.3446,1.146126E9,3.16768817035E10
000300.SH,沪深300,20251106,4693.4032,2.24241008E10,5.53641780921E11
399933.SZ,800医卫,20251106,8597.7702,8.984881E8,2.66629607385E10
000300.SH,沪深300,20251105,4627.257,2.03045871E10,4.68361161389E11
399933.SZ,800医卫,20251105,8575.6171,9.154717E8,2.94870969277E10
000300.SH,沪深300,20251104,4618.699,2.33224032E10,5.05177700977E11
399933.SZ,800医卫,20251104,8571.6526,1.2458314E9,3.99293087929E10
000300.SH,沪深300,20251103,4653.4028,2.39869809E10,5.57602941096E11
399933.SZ,800医卫,20251103,8732.1785,1.375017E9,4.42091301656E10
000300.SH,沪深300,20251102,4640.6676,,
399933.SZ,800医卫,20251102,8799.5121,,
000300.SH,沪深300,20251101,4640.6676,,
399933.SZ,800医卫,20251101,8799.5121,,
000300.SH,沪深300,20251031,4640.6676,2.8146474E10,6.80712251493E11
399933.SZ,800医卫,20251031,8799.5121,1.7079254E9,5.45155990684E10
000300.SH,沪深300,20251030,4709.911,2.73289118E10,7.19956285438E11
399933.SZ,800医卫,20251030,8667.67,1.6202303E9,5.17258730527E10
000300.SH,沪深300,20251029,4747.8378,2.46211324E10,6.45898688765E11
399933.SZ,800医卫,20251029,8860.0687,1.2439203E9,4.33409960357E10
000300.SH,沪深300,20251028,4691.973,2.20906645E10,5.71563257096E11
399933.SZ,800医卫,20251028,8788.6593,1.2894255E9,4.1199121966E10
000300.SH,沪深300,20251027,4716.0186,2.62200674E10,6.72670372523E11
399933.SZ,800医卫,20251027,8885.2384,1.2235115E9,4.60582518033E10
000300.SH,沪深300,20251026,4660.6835,,
399933.SZ,800医卫,20251026,8811.3194,,
000300.SH,沪深300,20251025,4660.6835,,
399933.SZ,800医卫,20251025,8811.3194,,
000300.SH,沪深300,20251024,4660.6835,2.08814483E10,5.51986648561E11
399933.SZ,800医卫,20251024,8811.3194,8.655936E8,2.89773980729E10
000300.SH,沪深300,20251023,4606.3447,2.00463917E10,4.20800208776E11
399933.SZ,800医卫,20251023,8783.16,8.83687E8,2.71102628358E10
000300.SH,沪深300,20251022,4592.57,1.8533396E10,4.40935302747E11
399933.SZ,800医卫,20251022,8802.4085,9.437277E8,2.83014166686E10
000300.SH,沪深300,20251021,4607.8715,2.15711175E10,5.51390253216E11
399933.SZ,800医卫,20251021,8869.9996,9.090209E8,3.02516046825E10
000300.SH,沪深300,20251020,4538.2201,2.18420405E10,5.05798833703E11
399933.SZ,800医卫,20251020,8785.9901,9.034807E8,3.02021515361E10
000300.SH,沪深300,20251019,4514.2345,,
399933.SZ,800医卫,20251019,8768.7573,,
000300.SH,沪深300,20251018,4514.2345,,
399933.SZ,800医卫,20251018,8768.7573,,
000300.SH,沪深300,20251017,4514.2345,2.56905617E10,5.59085965219E11
399933.SZ,800医卫,20251017,8768.7573,1.0964598E9,3.5528566465E10
000300.SH,沪深300,20251016,4618.4218,2.48235518E10,5.60567191741E11
399933.SZ,800医卫,20251016,8952.8057,1.202274E9,3.74885898157E10
000300.SH,沪深300,20251015,4606.2879,2.84771855E10,6.07326345326E11
399933.SZ,800医卫,20251015,8927.0036,1.2600808E9,3.80916554212E10
000300.SH,沪深300,20251014,4539.0644,3.7295403E10,8.08959003201E11
399933.SZ,800医卫,20251014,8775.8983,1.2843597E9,4.54598997496E10
000300.SH,沪深300,20251013,4593.9785,3.15010354E10,7.14001634395E11
399933.SZ,800医卫,20251013,8939.9515,1.3266432E9,4.36465137143E10
000300.SH,沪深300,20251012,4616.8341,,
399933.SZ,800医卫,20251012,9123.5035,,
000300.SH,沪深300,20251011,4616.8341,,
399933.SZ,800医卫,20251011,9123.5035,,
000300.SH,沪深300,20251010,4616.8341,3.19020899E10,7.92743047251E11
399933.SZ,800医卫,20251010,9123.5035,1.2272712E9,4.65341564824E10
000300.SH,沪深300,20251009,4709.482,3.47678696E10,8.62208005908E11
399933.SZ,800医卫,20251009,9311.8915,1.392153E9,4.68481448206E10
000300.SH,沪深300,20251008,4640.6935,,
399933.SZ,800医卫,20251008,9267.0755,,
000300.SH,沪深300,20251007,4640.6935,,
399933.SZ,800医卫,20251007,9267.0755,,
000300.SH,沪深300,20251006,4640.6935,,
399933.SZ,800医卫,20251006,9267.0755,,
000300.SH,沪深300,20251005,4640.6935,,
399933.SZ,800医卫,20251005,9267.0755,,
000300.SH,沪深300,20251004,4640.6935,,
399933.SZ,800医卫,20251004,9267.0755,,
000300.SH,沪深300,20251003,4640.6935,,
399933.SZ,800医卫,20251003,9267.0755,,
000300.SH,沪深300,20251002,4640.6935,,
399933.SZ,800医卫,20251002,9267.0755,,
000300.SH,沪深300,20251001,4640.6935,,
399933.SZ,800医卫,20251001,9267.0755,,
000300.SH,沪深300,20250930,4640.6935,2.47980359E10,6.64624101862E11
399933.SZ,800医卫,20250930,9267.0755,1.0111437E9,4.07352712063E10
000300.SH,沪深300,20250929,4620.0528,2.74358877E10,6.93395231241E11
399933.SZ,800医卫,20250929,9107.7479,1.1301463E9,4.07066283473E10
000300.SH,沪深300,20250928,4550.0487,,
399933.SZ,800医卫,20250928,9089.6367,,
000300.SH,沪深300,20250927,4550.0487,,
399933.SZ,800医卫,20250927,9089.6367,,
000300.SH,沪深300,20250926,4550.0487,2.08482114E10,5.98723903174E11
399933.SZ,800医卫,20250926,9089.6367,1.0124234E9,3.98513740243E10
000300.SH,沪深300,20250925,4593.4875,2.29823333E10,6.69866986619E11
399933.SZ,800医卫,20250925,9263.1981,1.1023217E9,4.58725997623E10
000300.SH,沪深300,20250924,4566.0708,2.20482608E10,6.29161495484E11
399933.SZ,800医卫,20250924,9180.3059,1.1050113E9,3.99457445104E10
000300.SH,沪深300,20250923,4519.7781,2.52827062E10,6.80513630696E11
399933.SZ,800医卫,20250923,9049.8604,1.4248249E9,4.80198117809E10
000300.SH,沪深300,20250922,4522.608,1.96459956E10,5.63149164266E11
399933.SZ,800医卫,20250922,9201.6626,1.1375747E9,4.05990504653E10
000300.SH,沪深300,20250921,4501.9195,,
399933.SZ,800医卫,20250921,9207.8836,,
000300.SH,沪深300,20250920,4501.9195,,
399933.SZ,800医卫,20250920,9207.8836,,
000300.SH,沪深300,20250919,4501.9195,2.25044E10,6.03887059817E11
399933.SZ,800医卫,20250919,9207.8836,1.3280745E9,4.47601024182E10
000300.SH,沪深300,20250918,4498.109,3.09859826E10,8.39987127411E11
399933.SZ,800医卫,20250918,9310.6338,1.8474936E9,6.32476633745E10
000300.SH,沪深300,20250917,4551.023,2.35716472E10,6.08454200521E11
399933.SZ,800医卫,20250917,9341.5915,1.1244196E9,4.27291233766E10
000300.SH,沪深300,20250916,4523.3367,2.49269206E10,6.13728334806E11
399933.SZ,800医卫,20250916,9321.8304,1.1973922E9,4.06478355709E10
000300.SH,沪深300,20250915,4533.0557,2.31885678E10,6.13314652419E11
399933.SZ,800医卫,20250915,9338.4129,1.3179371E9,4.99194605799E10
000300.SH,沪深300,20250914,4521.998,,
399933.SZ,800医卫,20250914,9336.7787,,
000300.SH,沪深300,20250913,4521.998,,
399933.SZ,800医卫,20250913,9336.7787,,
000300.SH,沪深300,20250912,4521.998,2.66442003E10,6.89576075691E11
399933.SZ,800医卫,20250912,9336.7787,1.505806E9,5.64244819827E10
000300.SH,沪深300,20250911,4548.0345,2.53264051E10,6.93156671398E11
399933.SZ,800医卫,20250911,9337.4308,1.9082236E9,7.42434819221E10
000300.SH,沪深300,20250910,4445.3649,2.03597646E10,5.35539349489E11
399933.SZ,800医卫,20250910,9345.6309,1.1422064E9,4.36961465473E10
000300.SH,沪深300,20250909,4436.2584,2.2137546E10,5.62861103958E11
399933.SZ,800医卫,20250909,9414.711,1.5310425E9,5.93521226016E10
000300.SH,沪深300,20250908,4467.5733,2.67638382E10,6.83630879769E11
399933.SZ,800医卫,20250908,9595.3574,1.8332259E9,6.86618570036E10
000300.SH,沪深300,20250907,4460.3249,,
399933.SZ,800医卫,20250907,9409.975,,
000300.SH,沪深300,20250906,4460.3249,,
399933.SZ,800医卫,20250906,9409.975,,
000300.SH,沪深300,20250905,4460.3249,2.49625657E10,6.64166970947E11
399933.SZ,800医卫,20250905,9409.975,1.6041475E9,6.07369890784E10
000300.SH,沪深300,20250904,4365.2085,3.07934609E10,7.73124596998E11
399933.SZ,800医卫,20250904,9135.4139,1.910876E9,7.2256528862E10
000300.SH,沪深300,20250903,4459.8296,2.54320217E10,6.55697116709E11
399933.SZ,800医卫,20250903,9460.3265,1.7531057E9,6.82409316618E10
000300.SH,沪深300,20250902,4490.4528,3.03932566E10,7.77999297964E11
399933.SZ,800医卫,20250902,9443.5933,2.1491987E9,8.14708873383E10
000300.SH,沪深300,20250901,4523.7111,3.20366708E10,7.70378288127E11
399933.SZ,800医卫,20250901,9464.8823,2.2317524E9,8.18865548962E10
000300.SH,沪深300,20250831,4496.7591,,
399933.SZ,800医卫,20250831,9167.4203,,
000300.SH,沪深300,20250830,4496.7591,,
399933.SZ,800医卫,20250830,9167.4203,,
000300.SH,沪深300,20250829,4496.7591,3.51938947E10,8.31194066158E11
399933.SZ,800医卫,20250829,9167.4203,1.9958022E9,6.97732545347E10
000300.SH,沪深300,20250828,4463.782,2.96834536E10,7.39423602221E11
399933.SZ,800医卫,20250828,8981.0816,2.1072275E9,6.56903689469E10
000300.SH,沪深300,20250827,4386.1266,3.33133898E10,7.85098482974E11
399933.SZ,800医卫,20250827,8979.0389,2.3432317E9,7.13556668427E10
000300.SH,沪深300,20250826,4452.5905,2.70621395E10,6.27950450229E11
399933.SZ,800医卫,20250826,9170.8241,1.8616833E9,5.92010372516E10
000300.SH,沪深300,20250825,4469.2217,3.58090006E10,8.23681964473E11
399933.SZ,800医卫,20250825,9258.811,2.3691902E9,7.61848114513E10
000300.SH,沪深300,20250824,4377.9977,,
399933.SZ,800医卫,20250824,9065.8541,,
000300.SH,沪深300,20250823,4377.9977,,
399933.SZ,800医卫,20250823,9065.8541,,
000300.SH,沪深300,20250822,4377.9977,2.90434897E10,6.75935075409E11
399933.SZ,800医卫,20250822,9065.8541,1.5900282E9,5.31970434775E10
000300.SH,沪深300,20250821,4288.0707,2.59030014E10,5.58521268967E11
399933.SZ,800医卫,20250821,8993.5149,1.704644E9,5.71396748933E10
000300.SH,沪深300,20250820,4271.3958,2.46481773E10,5.38815306147E11
399933.SZ,800医卫,20250820,8913.4342,1.6808292E9,5.2953914139E10
000300.SH,沪深300,20250819,4223.3741,2.50818771E10,5.5353620326E11
399933.SZ,800医卫,20250819,8847.7009,1.9975763E9,6.90078914031E10
000300.SH,沪深300,20250818,4239.4125,3.01479102E10,6.35365867185E11
399933.SZ,800医卫,20250818,8951.7072,2.0538818E9,6.28775562765E10
000300.SH,沪深300,20250817,4202.3533,,
399933.SZ,800医卫,20250817,8893.9937,,
000300.SH,沪深300,20250816,4202.3533,,
399933.SZ,800医卫,20250816,8893.9937,,
000300.SH,沪深300,20250815,4202.3533,2.61327566E10,5.18686873501E11
399933.SZ,800医卫,20250815,8893.9937,1.6080705E9,4.82319877552E10
000300.SH,沪深300,20250814,4173.3131,2.21103595E10,4.85075642622E11
399933.SZ,800医卫,20250814,8827.8889,1.5705211E9,5.29262730669E10
000300.SH,沪深300,20250813,4176.5776,2.13934999E10,4.62776745465E11
399933.SZ,800医卫,20250813,8903.1166,1.7079936E9,5.91780645487E10
000300.SH,沪深300,20250812,4143.8252,1.77287823E10,3.8308842333E11
399933.SZ,800医卫,20250812,8737.6249,1.310255E9,4.19565529748E10
000300.SH,沪深300,20250811,4122.5106,1.90443716E10,3.60685826235E11
399933.SZ,800医卫,20250811,8744.2476,1.255607E9,3.96644804904E10
000300.SH,沪深300,20250810,4104.9669,,
399933.SZ,800医卫,20250810,8679.9137,,
000300.SH,沪深300,20250809,4104.9669,,
399933.SZ,800医卫,20250809,8679.9137,,
000300.SH,沪深300,20250808,4104.9669,1.73171201E10,3.08507687635E11
399933.SZ,800医卫,20250808,8679.9137,1.2313151E9,3.82744893675E10
000300.SH,沪深300,20250807,4114.666,1.98641902E10,3.58108366984E11
399933.SZ,800医卫,20250807,8701.9762,1.5201951E9,4.63366328187E10
000300.SH,沪深300,20250806,4113.4852,1.76676155E10,3.07674626125E11
399933.SZ,800医卫,20250806,8776.5609,1.4297218E9,4.25971623767E10
000300.SH,沪深300,20250805,4103.45,1.78851999E10,3.06934255766E11
399933.SZ,800医卫,20250805,8806.2021,1.4669256E9,4.29922910265E10
000300.SH,沪深300,20250804,4070.7023,1.62275902E10,2.95976826632E11
399933.SZ,800医卫,20250804,8768.6119,1.785693E9,5.3683690839E10
000300.SH,沪深300,20250803,4054.9286,,
399933.SZ,800医卫,20250803,8752.8827,,
000300.SH,沪深300,20250802,4054.9286,,
399933.SZ,800医卫,20250802,8752.8827,,
000300.SH,沪深300,20250801,4054.9286,1.96221826E10,3.59685164163E11
399933.SZ,800医卫,20250801,8752.8827,1.8285037E9,5.68428578271E10
000300.SH,沪深300,20250731,4075.5912,2.67087406E10,4.92142571739E11
399933.SZ,800医卫,20250731,8817.0336,2.0840594E9,6.45542028029E10
000300.SH,沪深300,20250730,4151.2379,2.49853048E10,4.45168467668E11
399933.SZ,800医卫,20250730,8959.6764,2.3201817E9,7.71712988827E10
000300.SH,沪深300,20250729,4152.0247,2.3080788E10,4.28764310974E11
399933.SZ,800医卫,20250729,8935.4423,2.0901465E9,7.18481771236E10
000300.SH,沪深300,20250728,4135.8242,2.22759815E10,4.06792873973E11
399933.SZ,800医卫,20250728,8754.2786,1.5709957E9,5.25884872603E10
000300.SH,沪深300,20250727,4127.1634,,
399933.SZ,800医卫,20250727,8609.8202,,
000300.SH,沪深300,20250726,4127.1634,,
399933.SZ,800医卫,20250726,8609.8202,,
000300.SH,沪深300,20250725,4127.1634,2.73594963E10,4.30445513471E11
399933.SZ,800医卫,20250725,8609.8202,1.8419231E9,5.55681139498E10
000300.SH,沪深300,20250724,4149.0368,3.19632392E10,4.87000043884E11
399933.SZ,800医卫,20250724,8633.1413,2.0976676E9,5.81563593507E10
000300.SH,沪深300,20250723,4119.7685,3.00506154E10,4.70330899421E11
399933.SZ,800医卫,20250723,8450.8973,1.6874768E9,4.90440046331E10
000300.SH,沪深300,20250722,4118.9582,2.57596985E10,4.50874014479E11
399933.SZ,800医卫,20250722,8452.1036,1.5380801E9,4.77662996158E10
000300.SH,沪深300,20250721,4085.6072,2.23268476E10,3.77938564878E11
399933.SZ,800医卫,20250721,8402.5702,1.1869664E9,3.77538313202E10
000300.SH,沪深300,20250720,4058.5486,,
399933.SZ,800医卫,20250720,8432.3932,,
000300.SH,沪深300,20250719,4058.5486,,
399933.SZ,800医卫,20250719,8432.3932,,
000300.SH,沪深300,20250718,4058.5486,1.86211063E10,3.5424444463E11
399933.SZ,800医卫,20250718,8432.3932,1.1784767E9,3.85370092428E10
000300.SH,沪深300,20250717,4034.491,1.61249041E10,3.25516865723E11
399933.SZ,800医卫,20250717,8353.3406,1.3488666E9,4.11188006957E10
000300.SH,沪深300,20250716,4007.2019,1.51027308E10,3.00656795665E11
399933.SZ,800医卫,20250716,8227.7159,1.4042509E9,3.81823990879E10
000300.SH,沪深300,20250715,4019.0644,1.91042931E10,3.53524574441E11
