证券代码,证券简称,日期,成交量,成交额,收盘价,换手率
002821.SZ,凯莱英,20260429,1.4735434E7,1.86078777455E9,125.71165984418,4.6477588599114
603259.SH,药明康德,20260429,1.04052161E8,1.1598965408E10,109.08096089054,4.207050986975
300347.SZ,泰格医药,20260428,1.8131733E7,1.05968786984E9,58.22918292403,3.2022744763137
688293.SH,奥浦迈,20260428,2120034.0,1.10185692E8,51.5507852194,1.8626174060527
300759.SZ,康龙化成,20260428,5.8151814E7,1.7934722622E9,30.719220779221,4.0951060175932
002821.SZ,凯莱英,20260428,9863556.0,1.2558141791E9,128.37857123993,3.111101430011
603259.SH,药明康德,20260428,5.3837225E7,5.924749802E9,108.48247747497,2.1767539318308
300347.SZ,泰格医药,20260427,1.1216778E7,6.2828131424E8,56.703396832683,1.9810131715417
688293.SH,奥浦迈,20260427,1334915.0,6.6622963E7,49.579930715935,1.1728283200179
300759.SZ,康龙化成,20260427,1.8640012E7,5.4675816308E8,29.139545454545,1.3126473631452
002821.SZ,凯莱英,20260427,8850102.0,1.04369986735E9,116.70959461244,2.7914440783773
603259.SH,药明康德,20260427,3.2219614E7,3.23077672E9,98.622217923344,1.3027077724859
300347.SZ,泰格医药,20260426,,,55.865710351159,
688293.SH,奥浦迈,20260426,,,48.723903002309,
300759.SZ,康龙化成,20260426,,,29.03025974026,
002821.SZ,凯莱英,20260426,,,116.07508781196,
603259.SH,药明康德,20260426,,,98.19052496785,
300347.SZ,泰格医药,20260425,,,55.865710351159,
688293.SH,奥浦迈,20260425,,,48.723903002309,
300759.SZ,康龙化成,20260425,,,29.03025974026,
002821.SZ,凯莱英,20260425,,,116.07508781196,
603259.SH,药明康德,20260425,,,98.19052496785,
300347.SZ,泰格医药,20260424,9769319.0,5.4823513137E8,55.865710351159,1.7253751136014
688293.SH,奥浦迈,20260424,2075191.0,1.01811046E8,48.723903002309,1.8232192868057
300759.SZ,康龙化成,20260424,2.7530716E7,8.0578387846E8,29.03025974026,1.9387391898084
002821.SZ,凯莱英,20260424,1.2978951E7,1.50095259703E9,116.07508781196,4.0937399266697
603259.SH,药明康德,20260424,3.1833768E7,3.18152753E9,98.19052496785,1.2871071950493
300347.SZ,泰格医药,20260423,9376470.0,5.2881001953E8,55.955462474179,1.6559934209775
688293.SH,奥浦迈,20260423,1581189.0,8.0049025E7,49.51025404157,1.3891994909794
300759.SZ,康龙化成,20260423,2.8256163E7,8.4291358667E8,29.427662337662,1.9898258571159
002821.SZ,凯莱英,20260423,6116326.0,6.9165688084E8,111.04860425195,1.9291734710092
603259.SH,药明康德,20260423,3.5649196E7,3.562530998E9,98.298448206723,1.4413730937954
300347.SZ,泰格医药,20260422,7108613.0,4.0648546025E8,57.231937112692,1.2554635550772
688293.SH,奥浦迈,20260422,1733313.0,9.1804244E7,52.75519630485,1.5228524466765
300759.SZ,康龙化成,20260422,1.8627897E7,5.6437132746E8,30.242337662338,1.3117942133294
002821.SZ,凯莱英,20260422,5402362.0,6.0619625665E8,112.06976363396,1.703979390763
603259.SH,药明康德,20260422,2.7067909E7,2.681090651E9,97.376195074531,1.0944133421102
300347.SZ,泰格医药,20260421,9046673.0,5.2113901706E8,57.022515492311,1.5977474433059
688293.SH,奥浦迈,20260421,3562029.0,1.85664072E8,52.486443418014,3.1295239681366
300759.SZ,康龙化成,20260421,2.0815706E7,6.2925590363E8,29.884675324675,1.4658618027126
002821.SZ,凯莱英,20260421,6393034.0,7.1789425591E8,110.37444077644,2.0164509857813
603259.SH,药明康德,20260421,2.9936684E7,2.946365742E9,96.689410827154,1.2104040392679
300347.SZ,泰格医药,20260420,1.1530065E7,6.7391072947E8,58.508411751205,2.0363432916058
688293.SH,奥浦迈,20260420,1595208.0,8.9656669E7,55.054526558891,1.4015162903399
300759.SZ,康龙化成,20260420,2.1951732E7,6.732569451E8,30.391363636364,1.5458618334725
002821.SZ,凯莱英,20260420,5491320.0,6.2691761688E8,112.74392710947,1.7320379693336
603259.SH,药明康德,20260420,3.7393938E7,3.712781299E9,97.876566454763,1.5119167373158
300347.SZ,泰格医药,20260419,,,57.441358733073,
688293.SH,奥浦迈,20260419,,,55.552217090069,
300759.SZ,康龙化成,20260419,,,30.272142857143,
002821.SZ,凯莱英,20260419,,,113.42800475373,
603259.SH,药明康德,20260419,,,97.513551924007,
300347.SZ,泰格医药,20260418,,,57.441358733073,
688293.SH,奥浦迈,20260418,,,55.552217090069,
300759.SZ,康龙化成,20260418,,,30.272142857143,
002821.SZ,凯莱英,20260418,,,113.42800475373,
603259.SH,药明康德,20260418,,,97.513551924007,
300347.SZ,泰格医药,20260417,1.173929E7,6.7280376292E8,57.441358733073,2.0732948547744
688293.SH,奥浦迈,20260417,1591005.0,8.8163809E7,55.552217090069,1.3978236226952
300759.SZ,康龙化成,20260417,3.7760346E7,1.15519399766E9,30.272142857143,2.6591194580964
002821.SZ,凯莱英,20260417,8128919.0,9.3796873534E8,113.42800475373,2.5639730260916
603259.SH,药明康德,20260417,7.77282E7,7.833958763E9,97.513551924007,3.1427170505934
300347.SZ,泰格医药,20260416,8582499.0,5.023477172E8,58.458549460638,1.515768927917
688293.SH,奥浦迈,20260416,2274828.0,1.25355731E8,55.253602771363,1.9986161677483
300759.SZ,康龙化成,20260416,3.0521559E7,9.5427967327E8,31.186168831169,2.1493571967888
002821.SZ,凯莱英,20260416,8410005.0,9.8784128412E8,116.40225538096,2.6526314223693
603259.SH,药明康德,20260416,3.4764777E7,3.694933819E9,103.6651765398,1.4056141456766
300347.SZ,泰格医药,20260415,1.5821873E7,9.3208752279E8,58.887365159513,2.794326393146
688293.SH,奥浦迈,20260415,1471900.0,7.8466522E7,53.20311778291,1.2931804678458
300759.SZ,康龙化成,20260415,4.9221169E7,1.53191904553E9,31.096753246753,3.4662015077444
002821.SZ,凯莱英,20260415,1.7708306E7,2.0688097188E9,116.83847880629,5.5854436391573
603259.SH,药明康德,20260415,3.6784649E7,3.924413397E9,104.81308735327,1.4872818824107
300347.SZ,泰格医药,20260414,1.4275655E7,8.220411508E8,59.286263484049,2.5212463496545
688293.SH,奥浦迈,20260414,1636339.0,8.612442E7,53.34247113164,1.4376531242437
300759.SZ,康龙化成,20260414,3.5025076E7,1.08194689273E9,31.176233766234,2.4664991447087
002821.SZ,凯莱英,20260414,9286380.0,1.11591477825E9,120.28860953387,2.9290521691797
603259.SH,药明康德,20260414,3.1017434E7,3.271850697E9,104.53837365432,1.25410106882
300347.SZ,泰格医药,20260413,9112000.0,5.1369356013E8,55.905600183613,1.6092849496609
688293.SH,奥浦迈,20260413,1698175.0,8.7755912E7,52.018614318707,1.4919809368734
300759.SZ,康龙化成,20260413,2.8984813E7,8.9065364431E8,30.470844155844,2.041138082728
002821.SZ,凯莱英,20260413,8433059.0,1.02632992821E9,119.92178528985,2.6599029715315
603259.SH,药明康德,20260413,2.4960897E7,2.636691394E9,103.71423255747,1.0092223491603
300347.SZ,泰格医药,20260412,,,57.700642644021,
688293.SH,奥浦迈,20260412,,,51.710046189376,
300759.SZ,康龙化成,20260412,,,30.907987012987,
002821.SZ,凯莱英,20260412,,,120.22912452133,
603259.SH,药明康德,20260412,,,104.32252717657,
300347.SZ,泰格医药,20260411,,,57.700642644021,
688293.SH,奥浦迈,20260411,,,51.710046189376,
300759.SZ,康龙化成,20260411,,,30.907987012987,
002821.SZ,凯莱英,20260411,,,120.22912452133,
603259.SH,药明康德,20260411,,,104.32252717657,
300347.SZ,泰格医药,20260410,1.6503904E7,9.4584715586E8,57.700642644021,2.9147809830826
688293.SH,奥浦迈,20260410,3178596.0,1.63943882E8,51.710046189376,2.7926477765968
300759.SZ,康龙化成,20260410,4.8083004E7,1.49637359573E9,30.907987012987,3.3860508465713
002821.SZ,凯莱英,20260410,1.2658291E7,1.54116645608E9,120.22912452133,3.9925993456716
603259.SH,药明康德,20260410,3.2372285E7,3.449846649E9,104.32252717657,1.3088805869191
300347.SZ,泰格医药,20260409,1.0281375E7,5.768856446E8,55.646316272665,1.8158101458867
688293.SH,奥浦迈,20260409,2531658.0,1.23387934E8,48.017182448037,2.2242616189045
300759.SZ,康龙化成,20260409,4.5914036E7,1.41663722856E9,30.351623376623,3.2333100583172
002821.SZ,凯莱英,20260409,1.5146556E7,1.82763973152E9,120.20929618381,4.7774324017972
603259.SH,药明康德,20260409,4.7702937E7,5.070197962E9,104.1851703271,1.9287315732679
300347.SZ,泰格医药,20260408,1.3180003E7,7.3617663732E8,55.885655267386,2.3277414908237
688293.SH,奥浦迈,20260408,1418359.0,6.5364512E7,46.454434180139,1.2461404682338
300759.SZ,康龙化成,20260408,4.8795546E7,1.47983751285E9,30.202597402597,3.4362287315121
002821.SZ,凯莱英,20260408,1.4215677E7,1.69767921719E9,117.70101148818,4.4838203426101
603259.SH,药明康德,20260408,4.6251561E7,4.756645715E9,101.78142546128,1.8700493433691
300347.SZ,泰格医药,20260407,9842539.0,5.4393226679E8,55.27733532247,1.7383066153589
688293.SH,奥浦迈,20260407,1374227.0,6.1491028E7,44.105334872979,1.207367018674
300759.SZ,康龙化成,20260407,4.4495156E7,1.34825358204E9,29.904545454545,3.1333911800128
002821.SZ,凯莱英,20260407,1.5388333E7,1.85476293687E9,118.53380166381,4.853692198005
603259.SH,药明康德,20260407,3.3729558E7,3.412666243E9,99.387491798992,1.3637580316485
300347.SZ,泰格医药,20260406,,,55.147693366996,
688293.SH,奥浦迈,20260406,,,44.742378752887,
300759.SZ,康龙化成,20260406,,,29.87474025974,
002821.SZ,凯莱英,20260406,,,121.01234385316,
603259.SH,药明康德,20260406,,,98.102224136044,
300347.SZ,泰格医药,20260405,,,55.147693366996,
688293.SH,奥浦迈,20260405,,,44.742378752887,
300759.SZ,康龙化成,20260405,,,29.87474025974,
002821.SZ,凯莱英,20260405,,,121.01234385316,
603259.SH,药明康德,20260405,,,98.102224136044,
300347.SZ,泰格医药,20260404,,,55.147693366996,
688293.SH,奥浦迈,20260404,,,44.742378752887,
300759.SZ,康龙化成,20260404,,,29.87474025974,
002821.SZ,凯莱英,20260404,,,121.01234385316,
603259.SH,药明康德,20260404,,,98.102224136044,
300347.SZ,泰格医药,20260403,1.1408228E7,6.3147525711E8,55.147693366996,2.0148254634219
688293.SH,奥浦迈,20260403,1293623.0,5.8289076E7,44.742378752887,1.136550034891
300759.SZ,康龙化成,20260403,4.1097061E7,1.23980898063E9,29.87474025974,2.8940941000825
002821.SZ,凯莱英,20260403,2.1306284E7,2.62210064521E9,121.01234385316,6.7202954614563
603259.SH,药明康德,20260403,4.5763112E7,4.578626309E9,98.102224136044,1.8503003076183
300347.SZ,泰格医药,20260402,1.3300149E7,7.525218399E8,56.144939178334,2.3489606687827
688293.SH,奥浦迈,20260402,1559207.0,7.2373028E7,45.946789838337,1.3698865668377
300759.SZ,康龙化成,20260402,6.7687849E7,2.06624845914E9,30.421168831169,4.7666426666903
002821.SZ,凯莱英,20260402,3.0490061E7,3.84044878419E9,125.56294731282,9.6169852311096
603259.SH,药明康德,20260402,4.7333217E7,4.897475244E9,101.24180926691,1.9137830044352
300347.SZ,泰格医药,20260401,2.1254034E7,1.1900304882E9,56.892873536837,3.7537090688961
688293.SH,奥浦迈,20260401,2155447.0,9.7846399E7,46.23545034642,1.8937305250879
300759.SZ,康龙化成,20260401,7.972949E7,2.35510979738E9,30.182727272727,5.6146264719899
002821.SZ,凯莱英,20260401,1.9128056E7,2.23736941887E9,120.80414630926,6.0332523458001
603259.SH,药明康德,20260401,7.9027635E7,8.034480317E9,101.85010388602,3.1952559815173
300347.SZ,泰格医药,20260331,2.1528201E7,1.16743728199E9,53.681742024329,3.8021301429516
688293.SH,奥浦迈,20260331,1099754.0,4.8177499E7,42.801385681293,0.96622079776838
300759.SZ,康龙化成,20260331,5.5593551E7,1.57524502965E9,27.798311688312,3.914950705398
002821.SZ,凯莱英,20260331,1.7004989E7,1.87286522473E9,109.81924732603,5.3636077693705
603259.SH,药明康德,20260331,5.264395E7,5.215321937E9,96.247906668126,2.1285072763242
300347.SZ,泰格医药,20260330,1.2567417E7,6.6812867082E8,52.53490934129,2.2195516938337
688293.SH,奥浦迈,20260330,1948575.0,8.4509251E7,42.900923787529,1.7119771248948
300759.SZ,康龙化成,20260330,2.5998814E7,6.95339587E8,26.586233766234,1.830861194832
002821.SZ,凯莱英,20260330,4420263.0,4.4333433973E8,99.835679387297,1.3942118380354
603259.SH,药明康德,20260330,3.690726E7,3.544889366E9,94.786037341566,1.4922393068755
300347.SZ,泰格医药,20260329,,,53.30278861602,
688293.SH,奥浦迈,20260329,,,44.393995381062,
300759.SZ,康龙化成,20260329,,,26.258376623377,
002821.SZ,凯莱英,20260329,,,99.042545886703,
603259.SH,药明康德,20260329,,,95.168674279391,
300347.SZ,泰格医药,20260328,,,53.30278861602,
688293.SH,奥浦迈,20260328,,,44.393995381062,
300759.SZ,康龙化成,20260328,,,26.258376623377,
002821.SZ,凯莱英,20260328,,,99.042545886703,
603259.SH,药明康德,20260328,,,95.168674279391,
300347.SZ,泰格医药,20260327,1.5059949E7,7.896521861E8,53.30278861602,2.6597617722082
688293.SH,奥浦迈,20260327,810632.0,3.5764651E7,44.393995381062,0.71220427271606
300759.SZ,康龙化成,20260327,2.5450754E7,6.6405646633E8,26.258376623377,1.7922662886782
002821.SZ,凯莱英,20260327,4103716.0,4.0861223965E8,99.042545886703,1.2943685538926
603259.SH,药明康德,20260327,4.4890014E7,4.320570174E9,95.168674279391,1.8149990916961
300347.SZ,泰格医药,20260326,1.0309233E7,5.2841618415E8,50.640142299748,1.8207301919938
688293.SH,奥浦迈,20260326,795710.0,3.447141E7,42.771524249423,0.6990941164954
300759.SZ,康龙化成,20260326,1.6087091E7,4.1739272779E8,25.423831168831,1.1328682396678
002821.SZ,凯莱英,20260326,2977476.0,2.9188200176E8,95.9691535719,0.93913694426466
603259.SH,药明康德,20260326,3.7255907E7,3.553158062E9,92.941531077182,1.5063358493342
300347.SZ,泰格医药,20260325,1.0053695E7,5.0709840433E8,50.340968556346,1.7755992155379
688293.SH,奥浦迈,20260325,1144718.0,4.9593506E7,42.910877598152,1.0057252250774
300759.SZ,康龙化成,20260325,1.7298456E7,4.4973331982E8,25.95038961039,1.2181737144205
002821.SZ,凯莱英,20260325,2834169.0,2.7305548442E8,95.671728509177,0.89393594245248
603259.SH,药明康德,20260325,3.701411E7,3.469706302E9,92.244935626271,1.4965594804658
300347.SZ,泰格医药,20260324,1.0110205E7,4.8992481574E8,48.665595593298,1.7855795373668
688293.SH,奥浦迈,20260324,1786120.0,7.553456E7,42.572448036951,1.5692475692837
300759.SZ,康龙化成,20260324,1.9519486E7,5.0016945787E8,25.632467532468,1.3745807582017
002821.SZ,凯莱英,20260324,4031029.0,3.8383695525E8,94.769539152251,1.2714420728504
603259.SH,药明康德,20260324,7.5717953E7,6.993974839E9,91.911354706117,3.0614384731555
300347.SZ,泰格医药,20260323,1.3400139E7,6.4908260044E8,47.409065871012,2.3666200632204
688293.SH,奥浦迈,20260323,2233259.0,9.4252578E7,41.507390300231,1.9620945162313
300759.SZ,康龙化成,20260323,2.4118916E7,6.1455928585E8,24.937012987013,1.6984769907509
002821.SZ,凯莱英,20260323,3319892.0,3.0891028182E8,91.131039218275,1.0471396673453
603259.SH,药明康德,20260323,4.140377E7,3.675514397E9,86.132555824615,1.6740428047716
300347.SZ,泰格医药,20260322,,,50.071712187285,
688293.SH,奥浦迈,20260322,,,44.72247113164,
300759.SZ,康龙化成,20260322,,,26.089480519481,
002821.SZ,凯莱英,20260322,,,94.184603195563,
603259.SH,药明康德,20260322,,,89.183840123676,
300347.SZ,泰格医药,20260321,,,50.071712187285,
688293.SH,奥浦迈,20260321,,,44.72247113164,
300759.SZ,康龙化成,20260321,,,26.089480519481,
002821.SZ,凯莱英,20260321,,,94.184603195563,
603259.SH,药明康德,20260321,,,89.183840123676,
300347.SZ,泰格医药,20260320,1.1534311E7,5.864698123E8,50.071712187285,2.0370931844829
688293.SH,奥浦迈,20260320,544782.0,2.503401E7,44.72247113164,0.47863403874853
300759.SZ,康龙化成,20260320,1.6488327E7,4.4060788378E8,26.089480519481,1.1611236601793
002821.SZ,凯莱英,20260320,2443379.0,2.3519936996E8,94.184603195563,0.77067539343405
603259.SH,药明康德,20260320,2.5043721E7,2.305047379E9,89.183840123676,1.0125711002828
300347.SZ,泰格医药,20260319,8791100.0,4.526179873E8,51.029068166169,1.5526102854438
688293.SH,奥浦迈,20260319,647189.0,3.0313493E7,46.295173210162,0.56860668102769
300759.SZ,康龙化成,20260319,1.915769E7,5.1798732413E8,26.665714285714,1.3491027399796
002821.SZ,凯莱英,20260319,2776060.0,2.693879052E8,95.235505083851,0.87560756341793
603259.SH,药明康德,20260319,2.4071676E7,2.213257972E9,89.851001963985,0.97326924593081
300347.SZ,泰格医药,20260318,7698430.0,4.0594403281E8,52.844055542805,1.3596320824208
688293.SH,奥浦迈,20260318,643388.0,3.0169141E7,47.031755196305,0.56526720215121
300759.SZ,康龙化成,20260318,1.4602689E7,4.0201845878E8,27.50025974026,1.0283352398421
002821.SZ,凯莱英,20260318,2394710.0,2.369390012E8,98.606322461376,0.75532452043275
603259.SH,药明康德,20260318,2.3283042E7,2.163210695E9,91.724941838971,0.94138308983203
300347.SZ,泰格医药,20260317,1.0029743E7,5.3920705691E8,52.804165710351,1.771369014362
688293.SH,奥浦迈,20260317,1230919.0,5.9277251E7,47.171108545035,1.081459615667
300759.SZ,康龙化成,20260317,2.2108921E7,6.1780771034E8,27.470454545455,1.5569312322672
002821.SZ,凯莱英,20260317,3690555.0,3.6867338007E8,97.852845635811,1.1640518833202
603259.SH,药明康德,20260317,4.088407E7,3.80609396E9,90.714387874974,1.65303022438
300347.SZ,泰格医药,20260316,1.2968814E7,7.0388091608E8,54.190337388111,2.2904430624618
688293.SH,奥浦迈,20260316,820740.0,3.9934523E7,48.873210161663,0.72108494950727
300759.SZ,康龙化成,20260316,2.0410504E7,5.68882143E8,27.689025974026,1.4373270927113
002821.SZ,凯莱英,20260316,2693468.0,2.6631339974E8,98.229584048594,0.84955690893719
603259.SH,药明康德,20260316,2.7805027E7,2.515015543E9,89.380064194356,1.124216596359
300347.SZ,泰格医药,20260315,,,54.958216662841,
688293.SH,奥浦迈,20260315,,,47.5792147806,
300759.SZ,康龙化成,20260315,,,27.609545454545,
002821.SZ,凯莱英,20260315,,,98.457609930015,
603259.SH,药明康德,20260315,,,89.154406513074,
300347.SZ,泰格医药,20260314,,,54.958216662841,
688293.SH,奥浦迈,20260314,,,47.5792147806,
300759.SZ,康龙化成,20260314,,,27.609545454545,
002821.SZ,凯莱英,20260314,,,98.457609930015,
603259.SH,药明康德,20260314,,,89.154406513074,
300347.SZ,泰格医药,20260313,1.0840803E7,5.9942516879E8,54.958216662841,1.9146116231496
688293.SH,奥浦迈,20260313,641611.0,3.0746245E7,47.5792147806,0.56370596722264
300759.SZ,康龙化成,20260313,2.8792913E7,8.0636530426E8,27.609545454545,2.027624302319
002821.SZ,凯莱英,20260313,3294790.0,3.2371229393E8,98.457609930015,1.0392221507726
603259.SH,药明康德,20260313,2.2711092E7,2.073395291E9,89.154406513074,0.91825793040357
300347.SZ,泰格医药,20260312,6528406.0,3.6747746811E8,55.656288730778,1.1529922652629
688293.SH,奥浦迈,20260312,699962.0,3.4112329E7,48.315796766744,0.61497193194801
300759.SZ,康龙化成,20260312,5.8048626E7,1.68484955779E9,28.185779220779,4.0878394205487
002821.SZ,凯莱英,20260312,2713302.0,2.6995475494E8,97.902416479599,0.85593141119055
603259.SH,药明康德,20260312,2.7497403E7,2.535653354E9,90.174771680606,1.1117787013611
300347.SZ,泰格医药,20260311,8126735.0,4.61673198E8,56.394250631168,1.4352757161307
688293.SH,奥浦迈,20260311,701988.0,3.4633012E7,48.694041570439,0.61675193305397
300759.SZ,康龙化成,20260311,1.5590574E7,4.2417983076E8,26.993571428571,1.0979030405678
002821.SZ,凯莱英,20260311,2608071.0,2.6173785872E8,99.072288392975,0.82273550512075
603259.SH,药明康德,20260311,2.5034089E7,2.336521029E9,91.136269626934,1.0121816579616
300347.SZ,泰格医药,20260310,6706580.0,3.8835757783E8,57.640807895341,1.184459861468
688293.SH,奥浦迈,20260310,1007037.0,5.0473141E7,49.808868360277,0.88476158624772
300759.SZ,康龙化成,20260310,1.6698836E7,4.5914063034E8,27.331363636364,1.1759479040568
002821.SZ,凯莱英,20260310,3404077.0,3.4353443435E8,100.43052951274,1.0738415518845
603259.SH,药明康德,20260310,2.8913653E7,2.717830128E9,92.372481272213,1.1690407120973
300347.SZ,泰格医药,20260309,8665255.0,4.8296405396E8,56.374305714941,1.5303845979449
688293.SH,奥浦迈,20260309,1639516.0,8.031778E7,48.415334872979,1.4404443698082
300759.SZ,康龙化成,20260309,1.6780052E7,4.4967294358E8,26.933961038961,1.181667211976
002821.SZ,凯莱英,20260309,3028998.0,2.9637816462E8,97.158853822791,0.95552007577238
603259.SH,药明康德,20260309,3.4843968E7,3.151014268E9,89.380064194356,1.4088160068538
300347.SZ,泰格医药,20260308,,,57.211992196465,
688293.SH,奥浦迈,20260308,,,48.743810623557,
300759.SZ,康龙化成,20260308,,,27.172402597403,
002821.SZ,凯莱英,20260308,,,98.457609930015,
603259.SH,药明康德,20260308,,,91.538528971826,
300347.SZ,泰格医药,20260307,,,57.211992196465,
688293.SH,奥浦迈,20260307,,,48.743810623557,
300759.SZ,康龙化成,20260307,,,27.172402597403,
002821.SZ,凯莱英,20260307,,,98.457609930015,
603259.SH,药明康德,20260307,,,91.538528971826,
300347.SZ,泰格医药,20260306,6858261.0,3.9515054702E8,57.211992196465,1.2112484864076
688293.SH,奥浦迈,20260306,2270399.0,1.0976653E8,48.743810623557,1.9947249412437
300759.SZ,康龙化成,20260306,1.606485E7,4.379762563E8,27.172402597403,1.1313020073068
002821.SZ,凯莱英,20260306,4014036.0,4.0165698224E8,98.457609930015,1.266257680881
603259.SH,药明康德,20260306,2.6855673E7,2.509616036E9,91.538528971826,1.0858321875749
300347.SZ,泰格医药,20260305,6787222.0,3.8419624714E8,56.613644709663,1.1987021745618
688293.SH,奥浦迈,20260305,918378.0,4.2065221E7,45.299792147806,0.80686764841313
300759.SZ,康龙化成,20260305,1.629184E7,4.3990615178E8,26.725324675325,1.1472868588702
002821.SZ,凯莱英,20260305,3318716.0,3.2393698171E8,96.554089528588,1.0469137859408
603259.SH,药明康德,20260305,2.6160347E7,2.432056958E9,90.70457667144,1.0577186730986
300347.SZ,泰格医药,20260304,6694681.0,3.7759368125E8,55.905600183613,1.1823583599738
688293.SH,奥浦迈,20260304,990736.0,4.5077031E7,44.971316397229,0.87043986955069
300759.SZ,康龙化成,20260304,2.2076967E7,5.927420111E8,26.824675324675,1.5546810012136
002821.SZ,凯莱英,20260304,7851382.0,7.6215430883E8,96.365720322197,2.4767771796343
603259.SH,药明康德,20260304,2.9643432E7,2.748431668E9,90.28269491948,1.1985472349097
300347.SZ,泰格医药,20260303,9601432.0,5.5222086673E8,56.72334174891,1.6957243209825
688293.SH,奥浦迈,20260303,2849977.0,1.33128014E8,45.389376443418,2.5039300157686
300759.SZ,康龙化成,20260303,2.511393E7,6.9164835679E8,26.804805194805,1.768546822433
002821.SZ,凯莱英,20260303,5025532.0,4.6529550017E8,91.706061006206,1.5853416599933
603259.SH,药明康德,20260303,3.6272286E7,3.457126243E9,91.980033130854,1.4665659525912
300347.SZ,泰格医药,20260302,8263968.0,4.8500032168E8,58.677943539132,1.4595126565934
688293.SH,奥浦迈,20260302,2206088.0,1.08848158E8,48.375519630485,1.9382226455255
300759.SZ,康龙化成,20260302,2.7658783E7,7.905058156E8,28.116233766234,1.9477577896814
002821.SZ,凯莱英,20260302,3938680.0,3.740940765E8,93.629409745147,1.2424860670239
603259.SH,药明康德,20260302,3.3503333E7,3.230627896E9,94.226798740131,1.3546112719812
300347.SZ,泰格医药,20260301,,,59.475740188203,
688293.SH,奥浦迈,20260301,,,50.68480369515,
300759.SZ,康龙化成,20260301,,,29.407792207792,
002821.SZ,凯莱英,20260301,,,96.66314538492,
603259.SH,药明康德,20260301,,,96.15960583632,
300347.SZ,泰格医药,20260228,,,59.475740188203,
688293.SH,奥浦迈,20260228,,,50.68480369515,
300759.SZ,康龙化成,20260228,,,29.407792207792,
002821.SZ,凯莱英,20260228,,,96.66314538492,
603259.SH,药明康德,20260228,,,96.15960583632,
300347.SZ,泰格医药,20260227,6184204.0,3.7103404244E8,59.475740188203,1.0922021974136
688293.SH,奥浦迈,20260227,831035.0,4.2090185E7,50.68480369515,0.73012992057628
300759.SZ,康龙化成,20260227,1.4566719E7,4.3404636857E8,29.407792207792,1.0258021982511
002821.SZ,凯莱英,20260227,2957305.0,2.9002425746E8,96.66314538492,0.93290398266425
603259.SH,药明康德,20260227,2.3505883E7,2.312395367E9,96.15960583632,0.95039302715556
300347.SZ,泰格医药,20260226,6654141.0,4.0286824903E8,60.333371585954,1.1751985254852
688293.SH,奥浦迈,20260226,1524967.0,7.7448601E7,50.286651270208,1.3398040209997
300759.SZ,康龙化成,20260226,1.50185E7,4.45080106E8,29.348181818182,1.0576170457077
002821.SZ,凯莱英,20260226,2964204.0,2.9195298836E8,98.199841542321,0.93508032381824
603259.SH,药明康德,20260226,2.443088E7,2.406339129E9,96.15960583632,0.9877926304353
300347.SZ,泰格医药,20260225,9563053.0,5.7739165339E8,61.101250860684,1.6889461441736
688293.SH,奥浦迈,20260225,574866.0,2.9890498E7,51.99870669746,0.50506521015602
300759.SZ,康龙化成,20260225,2.0108685E7,5.9591966986E8,29.626363636364,1.4160727118398
002821.SZ,凯莱英,20260225,2929473.0,2.902453003E8,98.685635811435,0.92412417008303
603259.SH,药明康德,20260225,2.772298E7,2.755559222E9,97.964867286569,1.1208992610051
300347.SZ,泰格医药,20260224,9086530.0,5.4919864396E8,60.133922423686,1.6047866520679
688293.SH,奥浦迈,20260224,639628.0,3.3317363E7,51.85935334873,0.56196374501479
300759.SZ,康龙化成,20260224,2.3898471E7,7.0536690871E8,29.040194805195,1.6829530443087
002821.SZ,凯莱英,20260224,2295580.0,2.297575982E8,98.507180773802,0.72415788176208
603259.SH,药明康德,20260224,3.2775075E7,3.322851966E9,98.278825799655,1.3251662464457
300347.SZ,泰格医药,20260223,,,60.712324994262,
688293.SH,奥浦迈,20260223,,,52.396859122402,
300759.SZ,康龙化成,20260223,,,29.705844155844,
002821.SZ,凯莱英,20260223,,,99.716709362208,
603259.SH,药明康德,20260223,,,99.985975214564,
300347.SZ,泰格医药,20260222,,,60.712324994262,
688293.SH,奥浦迈,20260222,,,52.396859122402,
300759.SZ,康龙化成,20260222,,,29.705844155844,
002821.SZ,凯莱英,20260222,,,99.716709362208,
603259.SH,药明康德,20260222,,,99.985975214564,
300347.SZ,泰格医药,20260221,,,60.712324994262,
688293.SH,奥浦迈,20260221,,,52.396859122402,
300759.SZ,康龙化成,20260221,,,29.705844155844,
002821.SZ,凯莱英,20260221,,,99.716709362208,
603259.SH,药明康德,20260221,,,99.985975214564,
300347.SZ,泰格医药,20260220,,,60.712324994262,
688293.SH,奥浦迈,20260220,,,52.396859122402,
300759.SZ,康龙化成,20260220,,,29.705844155844,
002821.SZ,凯莱英,20260220,,,99.716709362208,
603259.SH,药明康德,20260220,,,99.985975214564,
300347.SZ,泰格医药,20260219,,,60.712324994262,
688293.SH,奥浦迈,20260219,,,52.396859122402,
300759.SZ,康龙化成,20260219,,,29.705844155844,
002821.SZ,凯莱英,20260219,,,99.716709362208,
603259.SH,药明康德,20260219,,,99.985975214564,
300347.SZ,泰格医药,20260218,,,60.712324994262,
688293.SH,奥浦迈,20260218,,,52.396859122402,
300759.SZ,康龙化成,20260218,,,29.705844155844,
002821.SZ,凯莱英,20260218,,,99.716709362208,
